0.081388 0.209227
0.951829 0.178758
0.535106 0.191508
0.264102 0.186275
0.003600 0.163265
0.734220 0.195214
0.035152 0.151678
0.452801 0.219444
0.601828 0.216834
0.491389 0.210402
0.746653 0.205204
0.132762 0.205327
0.246984 0.206094
0.808740 0.195917
0.928178 0.197330
0.004796 0.131864
0.685256 0.177355
0.822170 0.210600
0.503473 0.204319
0.143059 0.183725
0.739458 0.192823
0.017525 0.142936
0.624538 0.219092
0.679314 0.231710
0.827572 0.187454
0.930378 0.211504
0.124585 0.183640
0.738867 0.216671
0.626325 0.180096
0.674366 0.191561
0.467815 0.219454
0.921683 0.173375
0.708761 0.198682
0.463383 0.187008
0.696131 0.190805
0.893977 0.205850
0.942522 0.186274
0.018649 0.117949
0.890891 0.207452
0.790254 0.182418
0.965251 0.179970
0.398285 0.198727
0.000400 0.000000
0.405672 0.195530
0.362292 0.216282
0.580760 0.171431
0.843860 0.210528
0.164081 0.240592
0.004400 0.204082
0.979938 0.188387
0.948728 0.195116
0.681133 0.180357
0.398420 0.188652
0.734778 0.190671
0.722123 0.195071
0.947254 0.202679
0.734125 0.192552
0.009568 0.126310
0.912651 0.192744
0.902577 0.203813
0.001600 0.061224
0.656930 0.223985
0.030011 0.226942
0.546848 0.201927
0.959032 0.182356
0.026502 0.216707
0.636978 0.219593
0.767225 0.180498
0.001200 0.040816
0.521139 0.212368
0.338129 0.171383
0.841121 0.200319
0.200019 0.227788
0.811969 0.193424
0.492211 0.195980
0.536673 0.195710
0.896756 0.167713
0.580951 0.197867
0.004395 0.088015
0.002400 0.102041
0.872014 0.199994
0.957216 0.194970
0.601155 0.240198
0.562890 0.204629
0.909037 0.206400
0.657848 0.208973
0.901091 0.186818
0.968682 0.171885
0.820168 0.209738
0.985853 0.172679
0.417969 0.198652
0.855479 0.202633
0.665422 0.180610
0.416082 0.228233
0.369835 0.223394
0.861522 0.202133
0.849858 0.205697
0.916599 0.192392
0.631794 0.176650
0.117574 0.192382
0.536570 0.164900
0.904904 0.177010
0.221702 0.235929
0.182917 0.181337
0.437966 0.163051
0.091038 0.245979
0.315147 0.207679
0.427168 0.206028
0.019840 0.163084
0.268328 0.214180
0.908510 0.211438
0.942610 0.183362
0.680718 0.190675
0.812984 0.178376
0.010372 0.233394
0.507172 0.195861
0.993255 0.166500
0.758585 0.208204
0.731399 0.213997
0.373961 0.194088
0.003600 0.163265
0.211771 0.237877
0.056165 0.209323
0.640124 0.208840
0.914178 0.202066
0.787132 0.191247
0.884263 0.204041
0.731664 0.184827
0.618332 0.244484
0.357969 0.215939
0.396673 0.209959
0.002399 0.040235
0.705553 0.221603
0.795986 0.183249
0.530984 0.226757
0.836135 0.196527
0.513150 0.200107
0.006795 0.167414
0.273112 0.174352
0.347371 0.223251
0.248748 0.200207
0.461087 0.196982
0.480753 0.190708
0.000400 0.000000
0.086688 0.147396
0.451594 0.186934
0.124616 0.214500
0.933169 0.186429
0.748736 0.212005
0.481826 0.187664
0.470066 0.211592
0.763825 0.216500
0.208335 0.146586
0.041379 0.162937
0.504766 0.220831
0.463084 0.188158
0.570165 0.226103
0.606838 0.189482
0.842947 0.205625
0.340230 0.211769
0.972918 0.187758
0.199669 0.217888
0.807356 0.213982
0.085855 0.119916
0.061416 0.151459
0.653644 0.167030
0.914639 0.214964
0.984758 0.190204
0.940799 0.205070
0.160864 0.202876
0.906968 0.194698
0.786319 0.191231
0.994379 0.185750
0.474228 0.204155
0.479787 0.202434
0.055392 0.182677
0.433804 0.191830
0.319299 0.202410
0.782191 0.194247
0.563091 0.177919
0.573159 0.206176
0.779525 0.185512
0.490158 0.203988
0.031309 0.170607
0.584362 0.200705
0.543536 0.179192
0.575521 0.194384
0.803232 0.216858
0.783130 0.200956
0.279355 0.198503
0.228193 0.192413
0.533496 0.187753
0.217390 0.187580
0.275757 0.222651
0.841543 0.213670
0.468321 0.222424
0.350962 0.204101
0.932517 0.198702
0.510103 0.169915
0.101975 0.144012
0.704681 0.175241
0.523134 0.196882
0.998423 0.123564
0.857320 0.201879
0.000800 0.020408
0.607868 0.171128
0.929814 0.201973
0.929620 0.200657
0.884573 0.196411
0.999990 0.015949
0.692191 0.204066
0.888959 0.196583
0.789077 0.195019
0.607531 0.156707
0.017087 0.080360
0.332433 0.200132
0.006786 0.123099
0.433601 0.146399
0.949053 0.198445
0.047174 0.099131
0.367831 0.282790
0.478769 0.219086
0.498782 0.209044
0.470400 0.143725
0.349474 0.183894
0.129751 0.168016
0.638634 0.174578
0.780473 0.212179
0.590033 0.221268
0.742060 0.203013
0.150174 0.151300
0.679718 0.179552
0.959810 0.207394
0.041859 0.133339
0.268267 0.173106
0.226174 0.162717
0.330669 0.179277
0.122933 0.261452
0.026514 0.262007
0.632037 0.217315
0.150488 0.206664
0.121754 0.191480
0.000400 0.000000
0.764892 0.222587
0.729914 0.195779
0.344887 0.198318
0.575537 0.192108
0.055162 0.098313
0.912383 0.205167
0.920793 0.189332
0.884987 0.208437
0.585928 0.226888
0.872861 0.172470
0.535792 0.215138
0.001600 0.030318
0.867668 0.199929
0.305756 0.176642
0.040913 0.130461
0.854574 0.210338
0.044437 0.193715
0.528613 0.208464
0.552380 0.211546
0.744415 0.202113
0.576207 0.188444
0.801087 0.196908
0.376101 0.154591
0.580393 0.181089
0.002800 0.122449
0.893793 0.189037
0.720793 0.192907
0.825540 0.223109
0.850244 0.176870
0.097027 0.147133
0.699674 0.205589
0.923886 0.185137
0.951024 0.190733
0.487915 0.162568
0.043318 0.261279
0.918571 0.198009
0.180006 0.205831
0.424275 0.208831
0.328213 0.183630
0.892243 0.210291
0.446377 0.198555
0.077110 0.197220
0.903961 0.186176
0.895841 0.172985
0.509319 0.208724
0.629983 0.192385
0.292248 0.218248
0.393871 0.208733
0.632245 0.173687
0.052623 0.137343
0.004393 0.046767
0.500841 0.173847
0.906864 0.190320
0.806375 0.237727
0.674308 0.206794
0.885367 0.192246
0.005592 0.115316
0.617217 0.193748
0.197874 0.144003
0.240593 0.233223
0.547320 0.186597
0.861897 0.197640
0.417593 0.209815
0.931129 0.196402
0.136339 0.181750
0.966470 0.186393
0.226712 0.209929
0.810239 0.192720
0.399598 0.197194
0.240110 0.228414
0.679371 0.179530
0.238828 0.171328
0.005195 0.149914
0.847306 0.212997
0.746254 0.182278
0.301609 0.205620
0.774654 0.197946
0.079594 0.264329
0.832859 0.195072
0.822784 0.205416
0.000800 0.020408
0.236601 0.207484
0.759044 0.192282
0.806677 0.207522
0.234335 0.216331
0.948328 0.214402
0.675914 0.194017
0.652812 0.202995
0.871577 0.221547
0.634095 0.188765
0.000800 0.020408
0.991420 0.181747
0.955177 0.184380
0.938280 0.179993
0.925897 0.206480
0.739805 0.194084
0.390415 0.217180
0.189083 0.262779
0.964758 0.194452
0.780610 0.204683
0.712945 0.200912
0.501908 0.230057
0.999157 0.098081
0.004398 0.166670
0.348563 0.181104
