Rep 0
0	4.56541e+064	4.56541e+064	4.52428e+064	4.60729e+064	4.52021e+064	4.60729e+064	4.56541e+064	4.60729e+064	4.56956e+064	4.56956e+064
1	4.22013e+064	4.48789e+064	4.52836e+064	4.18496e+064	4.11635e+064	4.22368e+064	4.53654e+064	4.61153e+064	4.49191e+064	4.20247e+064
2	4.52021e+064	4.45603e+064	4.07957e+064	3.83355e+064	4.15381e+064	4.2595e+064	4.57373e+064	4.53654e+064	4.1367e+064	4.44027e+064
3	4.48388e+064	4.04996e+064	3.72548e+064	3.89601e+064	4.22013e+064	4.25229e+064	4.09621e+064	4.53654e+064	3.75333e+064	4.47589e+064
4	4.08289e+064	4.13329e+064	3.41862e+064	3.84235e+064	4.4442e+064	3.95429e+064	4.11298e+064	4.51209e+064	3.48989e+064	4.02078e+064
5	3.71446e+064	4.18496e+064	3.50695e+064	4.48388e+064	4.50803e+064	4.40522e+064	4.50803e+064	4.38598e+064	3.24625e+064	3.6899e+064
6	3.43264e+064	4.52021e+064	3.48022e+064	4.35178e+064	4.37834e+064	4.34801e+064	4.50803e+064	3.99837e+064	3.33021e+064	3.42795e+064
7	3.50206e+064	4.50803e+064	4.35555e+064	3.99519e+064	4.46396e+064	4.51614e+064	4.39366e+064	3.99837e+064	3.10188e+064	3.18248e+064
8	3.60772e+064	4.49191e+064	4.18845e+064	4.52021e+064	4.46793e+064	4.14352e+064	3.91728e+064	3.63646e+064	3.19869e+064	3.01076e+064
9	4.15381e+064	4.48388e+064	3.80451e+064	4.51614e+064	4.51614e+064	4.178e+064	3.66031e+064	3.36592e+064	2.89283e+064	3.1348e+064
10	4.09621e+064	4.32927e+064	3.36366e+064	4.34049e+064	4.47589e+064	3.73102e+064	3.72825e+064	3.15251e+064	3.29957e+064	3.50695e+064
11	4.00794e+064	3.88095e+064	3.40934e+064	4.3181e+064	4.52836e+064	4.37834e+064	3.78444e+064	2.91128e+064	3.0603e+064	3.26313e+064
12	3.66834e+064	3.87197e+064	3.85119e+064	4.36691e+064	4.58207e+064	4.31439e+064	4.4442e+064	2.73825e+064	3.15251e+064	3.01076e+064
13	3.42328e+064	3.78444e+064	3.70077e+064	3.90813e+064	4.30699e+064	4.21658e+064	3.98884e+064	2.84208e+064	3.82771e+064	3.38635e+064
14	3.14856e+064	3.4658e+064	4.024e+064	3.92034e+064	4.32182e+064	3.71996e+064	3.64702e+064	2.65011e+064	4.2595e+064	3.49718e+064
15	3.19666e+064	3.15449e+064	4.44814e+064	3.96992e+064	4.06636e+064	3.81607e+064	3.36141e+064	2.74124e+064	4.23793e+064	3.80163e+064
16	3.33684e+064	2.99997e+064	4.51209e+064	4.15381e+064	4.07626e+064	3.51924e+064	3.06965e+064	2.83406e+064	3.76176e+064	3.37497e+064
17	3.43264e+064	3.12505e+064	4.38216e+064	4.43244e+064	3.94807e+064	3.50695e+064	3.40702e+064	2.64452e+064	3.61032e+064	3.45626e+064
18	3.5094e+064	2.91804e+064	4.274e+064	4.37452e+064	4.27037e+064	3.7674e+064	3.10572e+064	2.72932e+064	3.18854e+064	3.77023e+064
19	3.5341e+064	3.23579e+064	3.7759e+064	3.96992e+064	4.1029e+064	3.74214e+064	2.87956e+064	3.10572e+064	3.2759e+064	3.45389e+064
20	4.36691e+064	3.28018e+064	3.46341e+064	4.23079e+064	4.1265e+064	4.07295e+064	2.71898e+064	3.51431e+064	2.97862e+064	3.14659e+064
21	4.54064e+064	3.26737e+064	3.15251e+064	4.45208e+064	3.77874e+064	3.62334e+064	2.55961e+064	4.27037e+064	2.75326e+064	3.50695e+064
22	4.08289e+064	3.57434e+064	3.08095e+064	4.34425e+064	3.79588e+064	3.86304e+064	2.91635e+064	3.88997e+064	2.60475e+064	3.09233e+064
23	3.79588e+064	3.83063e+064	2.855e+064	4.44027e+064	3.85119e+064	3.50695e+064	3.04176e+064	3.76176e+064	2.9663e+064	2.80086e+064
24	3.66566e+064	3.81317e+064	2.71457e+064	4.47191e+064	3.81317e+064	3.58711e+064	2.81815e+064	3.37724e+064	3.37044e+064	2.90959e+064
25	4.26312e+064	3.42795e+064	2.49848e+064	4.34049e+064	4.04996e+064	3.29524e+064	3.18854e+064	3.26101e+064	3.12894e+064	3.01619e+064
26	3.87496e+064	4.01756e+064	2.85663e+064	4.19896e+064	4.47988e+064	2.95583e+064	2.96455e+064	3.35244e+064	2.83086e+064	2.72636e+064
27	4.17452e+064	3.70077e+064	2.84208e+064	4.48388e+064	4.26312e+064	3.04915e+064	3.26525e+064	3.04915e+064	2.94543e+064	3.33021e+064
28	4.35555e+064	3.35916e+064	2.67267e+064	4.28494e+064	4.15381e+064	3.13872e+064	3.59481e+064	3.35916e+064	2.7234e+064	3.43264e+064
29	4.024e+064	3.0603e+064	2.49848e+064	4.46793e+064	3.71172e+064	3.35468e+064	3.49232e+064	3.0271e+064	2.5274e+064	3.80163e+064
30	3.89601e+064	3.08853e+064	2.88452e+064	4.38216e+064	3.6737e+064	3.40241e+064	3.44677e+064	3.5642e+064	2.61424e+064	3.63646e+064
31	3.87197e+064	3.15251e+064	2.66983e+064	3.88395e+064	3.57944e+064	3.44441e+064	3.10764e+064	3.62596e+064	2.9628e+064	3.33684e+064
32	3.81028e+064	3.19057e+064	2.52995e+064	4.45999e+064	3.94807e+064	3.16842e+064	2.83246e+064	3.92034e+064	2.75477e+064	3.59481e+064
33	3.4001e+064	3.10957e+064	2.64174e+064	3.81607e+064	4.32182e+064	3.25678e+064	3.1231e+064	4.23793e+064	2.5873e+064	3.15647e+064
34	3.36818e+064	3.19869e+064	2.97333e+064	3.75052e+064	4.17452e+064	3.28447e+064	2.90622e+064	4.18496e+064	2.64452e+064	2.84853e+064
35	3.28018e+064	3.5642e+064	2.79463e+064	3.69533e+064	4.2595e+064	3.55914e+064	2.9663e+064	3.74772e+064	3.00176e+064	2.66699e+064
36	3.58199e+064	3.55159e+064	3.3955e+064	3.24625e+064	3.7674e+064	3.30609e+064	2.7234e+064	4.36691e+064	3.3727e+064	2.73527e+064
37	3.16643e+064	3.60513e+064	3.05286e+064	3.23788e+064	4.08621e+064	3.34351e+064	3.78729e+064	4.18845e+064	3.06403e+064	2.56484e+064
38	3.26525e+064	3.16244e+064	3.03075e+064	3.00716e+064	4.3181e+064	3.3258e+064	3.42095e+064	4.09287e+064	3.39321e+064	3.5642e+064
39	2.94888e+064	2.86151e+064	3.05844e+064	3.43264e+064	3.78444e+064	3.33684e+064	3.13872e+064	4.40522e+064	3.08095e+064	3.6312e+064
40	2.69563e+064	2.64452e+064	3.12116e+064	3.80163e+064	3.79301e+064	3.63909e+064	3.84824e+064	4.13329e+064	2.84047e+064	3.67639e+064
41	2.51979e+064	2.72636e+064	3.17644e+064	3.65765e+064	3.86007e+064	3.56926e+064	3.81897e+064	4.33675e+064	2.61969e+064	3.35468e+064
42	2.34451e+064	3.37951e+064	3.35916e+064	3.37497e+064	3.53908e+064	3.65765e+064	4.41684e+064	4.24151e+064	2.47387e+064	3.40471e+064
43	2.42022e+064	3.07341e+064	2.95757e+064	3.44441e+064	3.82188e+064	3.57434e+064	4.2886e+064	4.19195e+064	2.54663e+064	3.29308e+064
44	2.25503e+064	3.77874e+064	3.66298e+064	3.5094e+064	3.90206e+064	3.26737e+064	3.66298e+064	3.78729e+064	2.65712e+064	2.99282e+064
45	2.58597e+064	3.68178e+064	3.51677e+064	3.19259e+064	4.24869e+064	3.65499e+064	3.33021e+064	3.47781e+064	2.43312e+064	3.08853e+064
46	2.95931e+064	3.40471e+064	4.16759e+064	2.82291e+064	4.15724e+064	4.43244e+064	3.09043e+064	4.0565e+064	2.72636e+064	3.1845e+064
47	3.0473e+064	3.07718e+064	4.024e+064	2.64452e+064	3.93262e+064	4.37834e+064	2.79619e+064	3.61032e+064	2.53506e+064	3.1038e+064
48	2.74874e+064	3.15053e+064	3.5642e+064	3.21097e+064	3.87795e+064	3.84235e+064	3.42328e+064	3.99519e+064	3.16842e+064	2.82608e+064
49	2.58331e+064	3.21097e+064	3.43264e+064	3.23163e+064	3.80163e+064	4.21658e+064	3.16643e+064	3.55411e+064	2.96806e+064	2.57272e+064
50	2.87956e+064	3.29092e+064	3.97621e+064	3.35916e+064	3.40934e+064	4.37834e+064	2.93338e+064	3.20891e+064	3.25045e+064	2.65151e+064
51	2.855e+064	3.71721e+064	4.04996e+064	3.00716e+064	3.53908e+064	4.29227e+064	2.68554e+064	2.86641e+064	3.00896e+064	3.00716e+064
52	3.15251e+064	3.61032e+064	4.07295e+064	2.73229e+064	3.18652e+064	4.11973e+064	3.03075e+064	3.54407e+064	3.09233e+064	3.02163e+064
