Rep 0
0	4.56541e+064	4.56541e+064	4.60729e+064	4.52428e+064	4.52021e+064
1	4.52021e+064	4.15381e+064	4.52021e+064	4.52021e+064	4.56541e+064
2	4.52428e+064	3.80451e+064	4.52021e+064	4.52021e+064	4.56956e+064
3	4.56541e+064	3.5094e+064	4.56541e+064	4.52836e+064	4.52428e+064
4	4.04019e+064	3.55662e+064	4.52021e+064	4.11635e+064	4.52021e+064
5	4.48789e+064	3.3214e+064	4.47589e+064	4.19195e+064	4.48789e+064
6	4.08289e+064	3.09233e+064	4.43244e+064	4.0467e+064	4.35178e+064
7	4.0565e+064	3.83941e+064	4.03694e+064	3.7035e+064	4.40909e+064
8	4.51209e+064	3.56167e+064	3.70624e+064	3.35468e+064	4.45999e+064
9	4.49996e+064	4.26312e+064	3.3727e+064	3.79015e+064	3.94188e+064
10	4.41684e+064	3.87197e+064	3.42095e+064	4.11635e+064	3.95741e+064
11	3.95741e+064	3.52913e+064	3.86601e+064	4.45999e+064	3.90813e+064
12	3.95118e+064	3.96992e+064	3.51924e+064	4.44814e+064	4.35178e+064
13	3.62334e+064	3.56926e+064	3.61812e+064	4.52428e+064	4.40522e+064
14	3.3214e+064	4.01114e+064	3.37724e+064	4.36312e+064	3.9357e+064
15	3.65765e+064	3.62596e+064	3.80163e+064	4.3181e+064	3.90509e+064
16	3.67102e+064	3.30174e+064	3.82771e+064	3.81897e+064	3.54407e+064
17	4.09287e+064	3.40471e+064	3.45626e+064	4.38598e+064	3.52913e+064
18	3.66834e+064	3.43029e+064	3.53161e+064	4.28129e+064	3.51924e+064
19	3.71996e+064	3.473e+064	3.88095e+064	4.24151e+064	3.93878e+064
20	3.44914e+064	3.15647e+064	3.45626e+064	4.38598e+064	3.57434e+064
21	3.45389e+064	3.50206e+064	3.80163e+064	3.93262e+064	3.27804e+064
22	3.51924e+064	3.5045e+064	4.1029e+064	3.94807e+064	3.29957e+064
23	3.55662e+064	3.58711e+064	4.40522e+064	3.90509e+064	3.0473e+064
24	3.49962e+064	4.024e+064	4.36691e+064	3.58455e+064	3.09233e+064
25	3.26525e+064	4.1265e+064	4.32182e+064	3.55159e+064	3.18248e+064
26	3.33463e+064	4.05978e+064	4.17452e+064	3.59739e+064	3.25889e+064
27	3.02527e+064	4.10962e+064	4.41296e+064	3.30392e+064	4.02723e+064
28	2.7715e+064	3.92034e+064	3.96679e+064	3.28018e+064	3.68719e+064
29	3.19666e+064	4.35555e+064	3.52913e+064	3.30392e+064	3.31701e+064
30	3.25678e+064	3.96053e+064	4.21305e+064	3.33463e+064	3.018e+064
31	3.64967e+064	3.93262e+064	3.80739e+064	3.62073e+064	3.06965e+064
32	3.36818e+064	4.333e+064	3.42095e+064	4.04996e+064	2.85338e+064
33	3.473e+064	4.52021e+064	3.11535e+064	4.30699e+064	2.65712e+064
34	3.6899e+064	3.99837e+064	3.53161e+064	4.23436e+064	2.76083e+064
35	3.71996e+064	3.94497e+064	3.54908e+064	4.02078e+064	2.8453e+064
36	3.77874e+064	4.28129e+064	3.46341e+064	3.60255e+064	2.90622e+064
37	3.473e+064	4.08954e+064	3.51924e+064	3.58967e+064	2.97862e+064
38	3.82188e+064	4.06965e+064	3.79015e+064	3.29957e+064	3.04361e+064
39	3.52418e+064	4.35933e+064	3.83941e+064	3.40934e+064	2.79463e+064
40	3.22955e+064	4.43635e+064	3.70077e+064	3.84235e+064	2.86478e+064
41	2.90286e+064	4.37071e+064	3.59996e+064	3.88997e+064	2.98748e+064
42	2.91128e+064	4.44814e+064	3.33242e+064	3.82479e+064	3.43264e+064
43	2.76539e+064	4.36691e+064	3.26525e+064	3.42561e+064	3.08853e+064
44	3.1038e+064	3.89903e+064	3.64173e+064	3.79015e+064	2.86314e+064
45	2.89617e+064	4.1265e+064	3.65499e+064	3.67102e+064	2.92654e+064
