Rep 0
0	4.56541e+064	4.60729e+064	4.56541e+064	4.56541e+064	4.60729e+064	4.64565e+064	4.52836e+064	4.52428e+064	4.52428e+064	4.52021e+064
1	4.19195e+064	4.52021e+064	4.56956e+064	4.60729e+064	4.18147e+064	4.18496e+064	4.08621e+064	4.64565e+064	4.52836e+064	4.48388e+064
2	4.22013e+064	4.48789e+064	4.16069e+064	4.52021e+064	4.52428e+064	4.21305e+064	3.75895e+064	4.25229e+064	4.60729e+064	4.45208e+064
3	4.51614e+064	4.52021e+064	4.16414e+064	4.07957e+064	4.12311e+064	4.28129e+064	3.5045e+064	3.91728e+064	4.14695e+064	4.61576e+064
4	4.47988e+064	4.06965e+064	4.39366e+064	4.11635e+064	4.09955e+064	3.90206e+064	3.55662e+064	3.9357e+064	4.19195e+064	4.56541e+064
5	4.47191e+064	4.01114e+064	4.34425e+064	4.1265e+064	4.15037e+064	3.62858e+064	3.60772e+064	3.98884e+064	4.56956e+064	4.41296e+064
6	3.97936e+064	3.6899e+064	4.00475e+064	4.52836e+064	3.76176e+064	3.73379e+064	4.0565e+064	3.60772e+064	4.48388e+064	3.97306e+064
7	3.98251e+064	3.41862e+064	4.01114e+064	4.52021e+064	4.45999e+064	3.41397e+064	4.49996e+064	3.34128e+064	4.53245e+064	4.01435e+064
8	4.43635e+064	3.17845e+064	3.58199e+064	4.40522e+064	3.91118e+064	3.12699e+064	4.31069e+064	3.73935e+064	4.49996e+064	4.08289e+064
9	3.94188e+064	3.57944e+064	3.61291e+064	4.01435e+064	3.91423e+064	3.19666e+064	4.34049e+064	3.44677e+064	4.38982e+064	4.11298e+064
10	4.26312e+064	3.27376e+064	3.57689e+064	4.08621e+064	3.5341e+064	3.28018e+064	4.02078e+064	3.85414e+064	4.4442e+064	3.77307e+064
11	4.20599e+064	3.59739e+064	3.29741e+064	4.49593e+064	3.19259e+064	3.38179e+064	3.68719e+064	4.20247e+064	4.35178e+064	3.88095e+064
12	4.50399e+064	3.57434e+064	3.73379e+064	4.40909e+064	2.94197e+064	3.65499e+064	3.40471e+064	3.72548e+064	4.2595e+064	3.50695e+064
13	4.0467e+064	3.91728e+064	3.73379e+064	4.3181e+064	3.66834e+064	4.08289e+064	3.14068e+064	3.75613e+064	3.91423e+064	3.6312e+064
14	4.01756e+064	3.53659e+064	3.33906e+064	4.39751e+064	3.36366e+064	4.06965e+064	3.16045e+064	3.78444e+064	3.56673e+064	3.98251e+064
15	4.04996e+064	4.20599e+064	3.10957e+064	3.90813e+064	3.41629e+064	4.45208e+064	3.4658e+064	3.48989e+064	3.96053e+064	3.98251e+064
16	3.6312e+064	3.77023e+064	3.13676e+064	3.90509e+064	3.48989e+064	4.4442e+064	3.1845e+064	4.35555e+064	4.39366e+064	3.62596e+064
17	4.06307e+064	3.3727e+064	2.88121e+064	4.1265e+064	3.47781e+064	3.96053e+064	3.58455e+064	3.88395e+064	3.95741e+064	3.64967e+064
18	3.95741e+064	3.42328e+064	3.29092e+064	3.7674e+064	3.19869e+064	3.89903e+064	4.2595e+064	4.18496e+064	3.62334e+064	3.35692e+064
19	4.02078e+064	3.54658e+064	3.29741e+064	3.41397e+064	3.30174e+064	3.65499e+064	4.46793e+064	4.37834e+064	3.69261e+064	3.3502e+064
20	4.05323e+064	3.23579e+064	2.99282e+064	3.47059e+064	3.93262e+064	3.30827e+064	4.36312e+064	4.24151e+064	3.328e+064	3.37951e+064
21	3.62073e+064	3.56673e+064	3.68719e+064	3.48022e+064	3.57944e+064	3.07529e+064	4.2886e+064	3.79301e+064	3.69261e+064	3.43499e+064
22	3.95118e+064	3.98884e+064	3.71172e+064	3.18046e+064	3.62596e+064	2.8895e+064	4.42463e+064	3.50206e+064	4.47988e+064	3.3727e+064
