pbar	Ht	Hs	WrightsFst	WCFst	WCFstSimple	avgp
0.25	0.37525	0.303287	0.191775	0.0967621	0.191902	0.25025
0.25	0.372134	0.293654	0.210893	0.106398	0.209281	0.24715
0.25	0.371475	0.294406	0.207469	0.104672	0.205519	0.2465
0.25	0.370917	0.289401	0.219768	0.110871	0.217375	0.24595
0.25	0.38614	0.32093	0.168877	0.0852186	0.173894	0.2614
0.25	0.383645	0.298861	0.220996	0.11149	0.226091	0.2588
0.25	0.387045	0.311653	0.194787	0.0982808	0.201044	0.26235
0.25	0.391794	0.309085	0.211104	0.106505	0.220559	0.2674
0.25	0.388985	0.30643	0.212232	0.107073	0.220147	0.2644
0.25	0.382339	0.311082	0.186373	0.094039	0.19002	0.25745
0.25	0.383742	0.306363	0.201642	0.101736	0.206343	0.2589
0.25	0.391282	0.319439	0.183608	0.0926456	0.19158	0.26685
0.25	0.358488	0.288653	0.194804	0.0982893	0.186227	0.234
0.25	0.356727	0.280013	0.215048	0.108492	0.204569	0.23235
0.25	0.360555	0.262505	0.271944	0.137157	0.261469	0.23595
0.25	0.358966	0.286371	0.202233	0.102034	0.193586	0.23445
0.25	0.364175	0.302615	0.16904	0.085301	0.164161	0.2394
0.25	0.337322	0.282753	0.161771	0.0816359	0.145517	0.2148
0.25	0.352304	0.261111	0.258846	0.13056	0.24318	0.22825
0.25	0.345765	0.271945	0.213499	0.107711	0.196854	0.2223
0.25	0.387472	0.317297	0.181111	0.0913864	0.187134	0.2628
0.25	0.346487	0.272101	0.214687	0.10831	0.198363	0.22295
0.25	0.360238	0.2783	0.227454	0.114744	0.2185	0.23565
0.25	0.374149	0.300629	0.1965	0.0991438	0.196053	0.24915
0.25	0.378081	0.291829	0.228131	0.115085	0.230005	0.2531
0.25	0.390394	0.309537	0.207117	0.104495	0.21562	0.2659
0.25	0.358754	0.291381	0.187798	0.0947578	0.179662	0.23425
0.25	0.37465	0.306575	0.181701	0.0916841	0.181531	0.24965
0.25	0.346764	0.27641	0.202886	0.102363	0.187609	0.2232
0.25	0.373546	0.293374	0.214622	0.108278	0.21379	0.24855
0.25	0.39443	0.299029	0.241872	0.122008	0.254404	0.27025
0.25	0.354686	0.2871	0.190552	0.0961459	0.18023	0.23045
0.25	0.356084	0.301125	0.154344	0.0778907	0.146558	0.23175
0.25	0.396169	0.321618	0.188178	0.0949492	0.198801	0.27215
0.25	0.365579	0.288048	0.212076	0.106994	0.206748	0.24075
0.25	0.378081	0.293606	0.223431	0.112716	0.225266	0.2531
0.25	0.362817	0.29593	0.184354	0.0930215	0.178365	0.2381
0.25	0.366924	0.29549	0.194684	0.0982286	0.190491	0.24205
0.3	0.434803	0.356863	0.179253	0.09045	0.185571	0.31945
0.3	0.42	0.342592	0.184305	0.0929966	0.184305	0.3
0.3	0.395941	0.314525	0.205626	0.103744	0.193847	0.2719
0.3	0.392027	0.316276	0.193228	0.0974946	0.180358	0.26765
0.3	0.413846	0.322302	0.221202	0.111593	0.217961	0.29245
0.3	0.413222	0.339287	0.178924	0.0902839	0.176036	0.2917
0.3	0.411506	0.324713	0.210914	0.106409	0.206648	0.28965
0.3	0.428898	0.330017	0.230545	0.116302	0.235429	0.31145
0.3	0.41201	0.337809	0.180096	0.090875	0.17667	0.29025
0.3	0.421394	0.331954	0.212247	0.10708	0.212951	0.30175
0.3	0.406947	0.323809	0.204297	0.103074	0.197948	0.2843
0.3	0.433351	0.354739	0.181406	0.0915354	0.187173	0.31745
0.3	0.420798	0.327464	0.221802	0.111896	0.222224	0.301
0.3	0.405344	0.330579	0.184447	0.0930684	0.178011	0.28245
0.3	0.401476	0.319782	0.203486	0.102665	0.194512	0.27805
0.3	0.432178	0.353471	0.182115	0.0918928	0.187395	0.31585
0.3	0.433278	0.334226	0.22861	0.115326	0.235837	0.31735
0.3	0.45763	0.371421	0.188381	0.0950515	0.205259	0.35445
0.3	0.419118	0.332733	0.206111	0.103988	0.205678	0.2989
0.3	0.416809	0.333212	0.200563	0.101192	0.199039	0.29605
0.3	0.399558	0.321085	0.1964	0.0990938	0.186841	0.2759
0.3	0.443954	0.335188	0.244995	0.123582	0.258968	0.3326
0.3	0.429987	0.338212	0.213437	0.10768	0.218512	0.3129
0.3	0.422618	0.314003	0.257006	0.129633	0.258608	0.3033
0.3	0.416196	0.324386	0.220593	0.111287	0.218595	0.2953
0.3	0.429762	0.333844	0.22319	0.112595	0.228377	0.3126
0.3	0.434261	0.333252	0.232599	0.117336	0.240497	0.3187
0.3	0.399424	0.305276	0.23571	0.118904	0.224163	0.27575
0.3	0.387946	0.329456	0.150769	0.076088	0.139262	0.2633
0.3	0.411632	0.346149	0.159081	0.0802796	0.155912	0.2898
0.3	0.387615	0.313875	0.190238	0.0959877	0.175569	0.26295
0.3	0.436668	0.350329	0.19772	0.0997592	0.205567	0.32205
0.3	0.376645	0.319979	0.15045	0.075927	0.134919	0.25165
