pbar	Ht	Hs	WrightsFst	WCFst	WCFstSimple	avgp
0.1	0.18	0.140098	0.221678	0.132439	0.280443	0.106667
0.1	0.18	0.102319	0.431563	0.137773	0.216205	0.0764646
0.1	0.18	0.130598	0.274453	0.102152	0.186293	0.090202
0.1	0.18	0.108753	0.395818	0.111224	0.172848	0.0756566
0.1	0.18	0.101912	0.433825	0.0911092	0.126155	0.0667677
0.1	0.18	0.10635	0.409167	0.121667	0.190005	0.0760606
0.1	0.18	0.114703	0.362761	0.11438	0.189014	0.0809091
0.1	0.18	0.106752	0.406931	0.153301	0.262238	0.0840404
0.1	0.18	0.106905	0.406081	0.090004	0.130379	0.070101
0.1	0.18	0.0912749	0.492917	0.0998241	0.126492	0.0607071
0.1	0.18	0.117291	0.348383	0.101593	0.166161	0.08
0.1	0.18	0.153627	0.146516	0.109889	0.240416	0.110707
0.1	0.18	0.10431	0.420501	0.0978143	0.140938	0.069697
0.1	0.18	0.132713	0.262703	0.0973332	0.178221	0.0906061
0.1	0.18	0.120912	0.328266	0.141395	0.26486	0.0929293
0.1	0.18	0.110663	0.385207	0.116578	0.186925	0.0782828
0.1	0.18	0.107559	0.40245	0.0660112	0.0908894	0.0663636
0.1	0.18	0.121575	0.324584	0.15515	0.303873	0.0976768
0.1	0.18	0.0855219	0.524878	0.105968	0.127776	0.0575758
0.1	0.18	0.121241	0.326438	0.14077	0.263945	0.0930303
0.1	0.18	0.0915274	0.491514	0.144235	0.206152	0.0690909
0.1	0.18	0.125352	0.3036	0.111858	0.200693	0.0885859
0.1	0.18	0.100874	0.43959	0.0952725	0.13192	0.0667677
0.1	0.18	0.10388	0.422891	0.0711366	0.0957265	0.0647475
0.1	0.18	0.0912795	0.492892	0.0875818	0.10769	0.0587879
0.1	0.18	0.112424	0.375421	0.0884921	0.134312	0.0737374
0.1	0.18	0.102704	0.42942	0.0969692	0.137281	0.0683838
0.1	0.18	0.105003	0.41665	0.135326	0.216474	0.0780808
0.1	0.18	0.110833	0.384264	0.0953383	0.145068	0.0739394
0.1	0.18	0.108719	0.396006	0.134498	0.222259	0.0809091
0.1	0.18	0.0885813	0.507882	0.0757576	0.0878783	0.0552525
0.1	0.18	0.117943	0.344761	0.127496	0.224267	0.0866667
0.1	0.18	0.109229	0.393174	0.142918	0.242875	0.0834343
0.1	0.18	0.101094	0.438365	0.0955242	0.13264	0.0669697
0.1	0.18	0.117103	0.349429	0.115908	0.196323	0.0831313
0.1	0.18	0.109988	0.388957	0.0880412	0.130588	0.0719192
0.1	0.18	0.102244	0.43198	0.126697	0.192784	0.0739394
0.1	0.18	0.108659	0.396337	0.12218	0.195214	0.0779798
0.1	0.18	0.14929	0.170612	0.124497	0.274982	0.111919
0.1	0.18	0.0621059	0.654967	0.0976118	0.0836985	0.040202
0.1	0.18	0.12584	0.300888	0.11626	0.211808	0.090101
0.1	0.18	0.11062	0.385445	0.0807801	0.118419	0.0710101
0.1	0.18	0.124631	0.307605	0.0645785	0.102691	0.0775758
0.1	0.18	0.101615	0.435474	0.0829093	0.112216	0.0651515
0.1	0.18	0.135791	0.245604	0.132659	0.272438	0.10303
0.1	0.18	0.108188	0.398956	0.0958295	0.142509	0.0721212
0.1	0.18	0.104452	0.419711	0.109281	0.162303	0.0720202
0.1	0.18	0.102383	0.431206	0.119969	0.179558	0.0726263
0.1	0.18	0.109971	0.38905	0.102971	0.158453	0.0748485
0.1	0.18	0.0908571	0.495239	0.133919	0.184651	0.0664646
0.1	0.18	0.088771	0.506828	0.0627861	0.070822	0.0536364
0.1	0.18	0.159662	0.11299	0.117272	0.27179	0.118283
0.1	0.18	0.106087	0.41063	0.109225	0.164734	0.0732323
0.1	0.18	0.126238	0.298677	0.13689	0.264394	0.0961616
0.1	0.18	0.0945072	0.47496	0.0856527	0.108535	0.0607071
0.1	0.18	0.106077	0.410681	0.115117	0.176264	0.0744444
0.1	0.18	0.109356	0.392468	0.145233	0.248709	0.0841414
0.1	0.18	0.125819	0.301007	0.123162	0.228452	0.0919192
0.1	0.18	0.149504	0.169421	0.0898572	0.181969	0.101414
